StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3,controls
2021-10-20 03:23:28,2021-10-20 03:32:39,IP Address,100,551,True,2021-10-20 03:32:40,R_3G7BwE5qwKAdHas,anonymous,NL,0.89999997615814208984375,"Gasprijzen ","Inloop Afghanen ",Geweld,Kabinet,"Toeslagen affaire ",Corona,Landbouwplan,Wolf in Drenthe,"Toeslagen affaire ",Bedreiger Rutte,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Slightly too much attention - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Neither too much nor too little - 4,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Usually - 5,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Agree - 6,Somewhat agree - 5,Neither too much nor too little attention - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Slightly interesting - 2,6,4074650,NL,FB,2,5,3,
2021-10-20 03:27:06,2021-10-20 03:33:15,IP Address,100,369,True,2021-10-20 03:33:15,R_2dN0M6Rmr9gKJ7g,anonymous,NL,1,klimaat,Immigratie,"veiligheid ",gevolgen Corona,Zorg,druk op mogelijke zorg,woonproblematiek,econimie,gezondheidszorg,immigratie,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Disagree - 2,Disagree - 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Moderately too little - 2,Slightly too little - 3,Disagree - 2,Disagree - 2,Seldom - 2,Moderately interesting - 3,4,3819765,NL,NOS,0,0,4,
2021-10-20 03:26:16,2021-10-20 03:34:01,IP Address,100,464,True,2021-10-20 03:34:01,R_3sbnZ1AlOoU2xYq,anonymous,NL,1,sicherheit,milieu,volksgesundheit,wohnungsbau,arbeitsmarkt,volksgesundheit,wohnungsbau,arbeitsmarkt,sicherheit,terror,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Agree -6,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Strongly disagree - 1,Neither agree nor disagree - 4,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,,,,,,,,,,,,,,,,,,Moderately interesting - 3,5,3112903,NL,FB,1,3,0,
2021-10-20 03:23:15,2021-10-20 03:34:19,IP Address,100,664,True,2021-10-20 03:34:19,R_1oGqPGTQlwXvi6I,anonymous,NL,1,Huisvesting,Milieu,Economie,Politietiek,Veiligheid,Economie,Gezondheid,Huisvesting,Milieu,Politiek,Somewhat agree -5,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Agree - 6,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,6,3861380,NL,GA,5,2,3,
2021-10-20 03:22:29,2021-10-20 03:35:31,IP Address,100,782,True,2021-10-20 03:35:31,R_3qP6owSOXKzu42k,anonymous,NL,1,Asielzoekers,klimaat,toeslagenaffair,energieprijzen,opvang immigranten,opvang ter apel,geen vliegverkeer Marokko,klimaatakkoordniet nageleefd,facebook komt met naamsverandering,forsmeerstadiongeweld,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Agree - 6,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Seldom - 2,Very interesting - 4,3,43209,NL,FB,0,5,5,
2021-10-20 03:34:53,2021-10-20 03:40:06,IP Address,100,313,True,2021-10-20 03:40:07,R_1g8bpf2DX6WHf99,anonymous,NL,1,woningen,klimaat,criminaliteit,politie meer aanwezig,cybercriminaliteit,woningnood,klimaat,gasboringen,criminaliteit,meer politie,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Slightly interesting - 2,6,3135565,NL,GA,3,0,4,
2021-10-20 03:29:55,2021-10-20 03:40:33,IP Address,100,638,True,2021-10-20 03:40:33,R_10HozrhrWSV5yvd,anonymous,NL,0.89999997615814208984375,Klimaat,Misdaad,Wonen,Vluchtelingen,Energie,Klimaat,Misdaad,Wonen,Vluchtelingen,Energie,Agree -6,Agree -6,Agree -6,Agree -6,Somewhat disagree - 3,Disagree - 2,Disagree - 2,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat disagree - 3,About half of the time - 4,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Very interesting - 4,7,3861452,NL,GA,5,0,4,
2021-10-20 03:37:07,2021-10-20 03:41:33,IP Address,100,265,True,2021-10-20 03:41:33,R_AH9mnQ5sVuQ8d33,anonymous,NL,1,DIGITALISERING,KLIMAATVERANDERING,BEHOUD DEMOCRATIE,ORGANISATIE VERKIEZINGEN,IMMIGRATIE CONTROLE,BEHOUD DEMOCRATIE,INDIJKING CORONA,OMPTIMALISATIE GEZONDHEIDSZORG,INNOVATIE,ORGANISATIE VERKIEZINGEN,Agree -6,Agree -6,Somewhat agree -5,Agree -6,Agree -6,Agree -6,Agree -6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Agree - 6,Agree - 6,Somewhat agree - 5,Agree - 6,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Seldom - 2,Slightly interesting - 2,9,5022410,NL,GA,5,5,4,
2021-10-20 03:38:09,2021-10-20 03:41:42,IP Address,100,213,True,2021-10-20 03:41:42,R_rpc9auN5Yea4a8p,anonymous,NL,1,Armoede,Klimaat,Corona,Energie,Onderwijs,Corona,Energie,Klimaat,Armoede,Onderwijs,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Slightly interesting - 2,1,5031767,NL,FB,0,4,2,
2021-10-20 03:39:30,2021-10-20 03:41:47,IP Address,100,136,True,2021-10-20 03:41:47,R_3QXEQStqF1Ijl4H,anonymous,NL,1,"Integratie ",Covid,Kdv,Nvt,Nvt,Covid,Nvt,Jinek,Humbero,Nvt,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat disagree - 3,Disagree - 2,Moderately too little attention - 2,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Moderately too much - 6,Moderately too much - 6,Somewhat disagree - 3,Neither agree nor disagree - 4,About half of the time - 4,Strongly disagree - 1,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Strongly agree - 7,Slightly too little attention - 3,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Always - 7,Disagree - 2,Neither agree of disagree - 4,Neither agree of disagree - 4,Agree - 6,Strongly agree - 7,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Far too much - 7,Moderately too much - 6,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,Moderately interesting - 3,8,46418,NL,GA,3,5,3,
2021-10-20 03:18:18,2021-10-20 03:43:03,IP Address,100,1485,True,2021-10-20 03:43:04,R_sUuRWVOUb8usIRH,anonymous,NL,1,wonen,regering,asiel zoekers,klimaat,veiligheid,corona,formatie,klimaat,asielzoekers,woningen,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Strongly disagree - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Disagree - 2,Moderately too little attention - 2,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Moderately too much - 6,Moderately too much - 6,Neither too much nor too little - 4,Far too little - 1,Neither too much nor too little - 4,Somewhat agree - 5,Agree - 6,About half of the time - 4,Agree - 6,Somewhat agree - 5,Agree - 6,Neither agree of disagree - 4,Somewhat disagree - 3,Slightly too much attention - 5,Moderately too much - 6,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Far too little - 1,Neither too much nor too little - 4,Agree - 6,Somewhat agree - 5,About half of the time - 4,Extremely interesting - 5,7,2744799,NL,FB,1,3,4,
2021-10-20 03:34:51,2021-10-20 03:45:09,IP Address,100,618,True,2021-10-20 03:45:09,R_RmAHYYPKmHQ0w2l,anonymous,NL,1,"Klimaatverandering ","Woningtekort ","Corona ","Aardgaswinning ","Werkgelegenheid ","Vliegverkeer Marokko ",Avondklok winter,"Klimaatakkoord niet nageleefd ","Overwinning ajax ",Vluchtelingen ter apel,Agree -6,Agree -6,Somewhat agree -5,Agree -6,Somewhat disagree - 3,Somewhat disagree - 3,Strongly disagree - 1,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Neither too much nor too little - 4,Moderately too little - 2,Neither too much nor too little - 4,Moderately too little - 2,Slightly too much - 5,Somewhat agree - 5,Somewhat disagree - 3,Never - 1,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Strongly disagree - 1,Moderately too much attention - 6,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Moderately too much - 6,Slightly too much - 5,Slightly too little - 3,Moderately too little - 2,Slightly too much - 5,Somewhat disagree - 3,Somewhat disagree - 3,Never - 1,Moderately interesting - 3,2,4729468,NL,FB,0,5,5,
2021-10-20 03:40:21,2021-10-20 03:47:08,IP Address,100,406,True,2021-10-20 03:47:08,R_1PS6bfNjNHg8i2d,anonymous,NL,1,Nieuw kabinet,Asiel alles vol,Criminaliteit,Covid19,Inflatie,vorming nieuw kabinet,Opvang asiel,Criminaliteit,Ajax wint,Polen en de EU,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Agree -6,Agree -6,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Slightly interesting - 2,9,19126,NL,FB,0,3,0,
2021-10-20 03:34:03,2021-10-20 03:48:11,IP Address,100,848,True,2021-10-20 03:48:11,R_RDBSeUfFjSUpiwN,anonymous,NL,0.89999997615814208984375,Huurwoingen,Nieuw kabinet,Misdaad,Wegen aanleg,Woningmarkt,Verkeer,Onderwijs,Defensie,Kunst,Musea,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree -6,Neither agree nor disagree - 4,Somewhat disagree - 3,Strongly agree - 7,Agree - 6,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Moderately too much - 6,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Somewhat disagree - 3,Disagree - 2,Usually - 5,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Somewhat agree - 5,Somewhat disagree - 3,About half of the time - 4,Very interesting - 4,7,2436678,NL,NOS,2,0,3,
